code,title,genre,age,openDate,rate,participate,actors,story,,,,,,,,,,,,,,,
191646,쥬라기 월드: 도미니언 : 네이버 영화,액션,모험,12세 관람가, 2022.06.01,6.23,4,20,크리스 프랫,브라이스 달라스 하워드,공룡들의 터전이었던 이슬라 누블라 섬이 파괴된 후,<br/>마침내 공룡들은 섬을 벗어나 세상 밖으로 출몰한다. <br/>지상에 함께 존재해선 안 될 위협적 생명체인 공룡의 등장으로<br/>인류 역사상 겪어보지 못한 사상 최악의 위기를 맞이한 인간들.<br/>지구의 최상위 포식자 자리를 걸고 인간과 공룡의 최후의 사투가 펼쳐진다.,,,,,,,,,,,
212129,짬뽕비권 : 네이버 영화,액션,코미디,12세 관람가, 2022.02.02,7,55,백수장,황지연,조운,한탕주의에 빠져 살던 ‘호룡’은 번번이 사업 계약에 실패하며 쓰디쓴 현실을 살아간다.<br/><br/>그러던 어느 날, 중국집을 운영하던 아버지가<br/>200년 만에 부활한 ‘흑마사’의 졸개들에게 죽임을 당한다.<br/>‘호룡’ 역시 그들에게 죽임을 당할뻔하지만, <br/>중국집 종업원으로 일하던 ‘아랑’에 의해 구사일생으로 살아난다.<br/>‘흑마사’와 그의 졸개들을 피해 달아난 태기산에서 <br/>‘호룡’은 자신이 나한파의 후예라는 사실과 가문의 비밀을 알게 되는데…<br/><br/>200년 만에 부활한 절대악 흑마사에 대항하여<br/>나한파의 비밀의 무기를 대체할 궁극의 짬뽕을 완성하라!,,,,,,,,,,
213911,창극 변강쇠 점 찍고 옹녀 : 네이버 영화,,15세 관람가, 2022.02.03,6.2,5,이소연,평안도 월경촌에 마음 곱고 인물 반반하며 몸매도 빼어난 이름하야, 옹녀가 사는데, 문제는 팔자! 사주에 청상과부살이 겹겹이라 열다섯에 시집을 가는데 첫날밤에 남편이 급사한다. 열여섯에 다시 남편을 얻지만 역시 죽고, 열일곱, 열여덟, 열아홉, 스물… 만나는 남편마다 해를 못 넘기고 죽어난다. 문제는 남편 뿐만 아니라 과부 옹녀를 탐하거나 범하는 수많은 남자 역시 다 죽어난다는 것. 이러한 팔자 탓에 옹녀는 마을에서도 쫓겨난다. <br/>남녘으로 가는 길에 도착한 곳이 황해도 청석골. 거기서 옹녀는 운명처럼 변강쇠를 만나는데, 궁합이 기막히게 잘 맞아 둘이 함께 도방살이(도회지 삶)를 시작한다. 그런데 옹녀가 한 푼 두 푼 잡일로 돈을 모으면 변강쇠가 도박과 술로 다 써버리니, 더 이상 도방에서는 살 수가 없다. <br/>어쩔 수 없이 지리산으로 들어간 변강쇠와 옹녀. 하지만 변강쇠는 산속에서도 노상 낮잠 자고 거시기만 한다. 보다 못한 옹녀가 나무라도 해오라고 성화하자 변강쇠가 장승을 뽑아 와서는 군불을 땐다. 이 일로 장승들이 분기탱천해 전국 회의를 열고 변강쇠에게 세상 만병을 줘서 시름시름 앓다가 죽게 하자는 결론을 내리는데….,,,,,,,
171460,천국에서 무덤까지 : 네이버 영화,드라마,범죄,멜로/로맨스,15세 관람가, 2022.04.07,7,13,카렌 길런,제니퍼 모리슨,데이빗 다스트말치안,하루 벌어 하루 먹고 사는 연인 젠산(데이빗 다스트말치안)과 루비(카렌 길런),<br/>어느 날 두 명 모두 차례로 해고를 당하고<br/>젠산은 한탕을 바라며 마지막 가진 돈 전부를 닭싸움 도박에 걸지만<br/>돈을 모두 잃고, 충동적으로 살인까지 저지른다.<br/><br/>연인 루비와 함께 자신의 고향 캔자스로 도망치려는 젠산<br/>도망치기 직전 루비는 그녀의 옆집에서 울고 있는 갓난 아기를 유괴한다.<br/>경찰을 피해 도주 끝에 도착한 고향 캔자스<br/>그곳에는 끔찍한 비밀이 숨겨져 있었는데…<br/><br/>돌이킬 수 없는 강을 건너버린 이들은 과연 어떤 운명을 맞이할 것인가,,,,,,,,,
213204,천년의 노래, 리버스 : 네이버 영화,,전체 관람가, 2022.01.13,,,,국립국악관현악단의 ‘천년의 노래, 리버스’ 공연실황으로<br/>세 개의 무대로 꾸며져 있다.<br/><br/>첫 번째 무대는 윤선도 시인의 시 ‘오우가’중 ‘소나무’를 주제로 한<br/>나효신 작곡가의 ‘저 소나무처럼’이다.<br/><br/>두 번째 무대는 안숙선 명창이 협연자로 나선<br/>‘흥보가 中 박 타는 대목’이다.<br/><br/>마지막은 이어령이 작사에 참여하고 우효원이 작곡한<br/>‘천녀의 노래, 리버스’다.,,,,,,,,,,,,
209025,첩혈강호 : 네이버 영화,무협,액션,15세 관람가, 2022.02.15,,,,절세무공의 8대 고수들이 연이어 살해되고, 골육상쟁 속 멸문지화의 위기에 닥친 중원 무림.<br/>육선문 포쾌 ‘단소봉’은 자신의 스승인 ‘엽도통’마저 살해당하자 크게 절망한다.<br/>연이은 사건 해결 실패로 낙담하던 ‘단소봉’은<br/>‘엽도통’의 죽음에 파묻힌 거대한 음모와 마주하게 되는데…,,,,,,,,,,,,,
210853,청춘적니 : 네이버 영화,멜로/로맨스,드라마,12세 관람가, 2022.01.12,7.25,96,굴초소,장정의,17살, 빈 교실에서 우연히 마주친 '링이야오'에게 첫눈에 반한 '뤼친양'.<br/>그의 순수한 고백에 '링이야오' 역시 호감을 느끼며 두 사람은 사랑을 쌓아 나가기 시작한다.<br/>하지만 사랑이 전부일거라고 생각했던 10대와 달리 20대에 들어선 두 사람은 점차 현실적인 문제들로 지쳐가고, 마침내 두 사람이 사랑한 지 10년이 되는 날, '뤼친양'은 '링이야오'를 위해 운명적인 선택의 기로에 서게 되는데...<br/><br/>"내 청춘 속 누구보다 빛났던 너, 세상 끝에서 다시 함께하게 될 거야",,,,,,,,,
199233,청킹맨션 : 네이버 영화,액션,드라마,스릴러,15세 관람가, 2022.04.21,,,임가동,싱 하르티한 비토,홍콩 국적의 영국군 군인이던 관차오는, 홍콩이 중국에 반환되면서 강제 전역을 하게 된다.<br/>관차오는 전역 후 홍콩의 폭력조직에 가입해 생계를 잇지만, 경기불황으로 수입이 없는 데다 거액의 빚까지 있어 빈곤한 생활을 한다.<br/>어느 날, 남아시아 출신의 만니가 조폭들을 피해 달아나다 우연히 관차오의 집에 숨어들고,<br/>관차오는 돈을 받는 대가로 만니를 집에 숨겨준다. 만니는 관차오가 빚에 허덕이는 모습을 보고 자신이 가지고 있던 마약을 주며<br/>빚을 갚으라고 하는데...,,,,,,,,
213471,체리마호: 30살까지 동정이면 마법사가 될 수 있대 : 네이버 영화,판타지,멜로/로맨스,12세 관람가,2022,,,아카소 에이지,마치다 케이타,아사카 코다이,30살까지 ‘동정’이라는 이유로 사람의 마음을 읽는 마법사가 된 ‘아다치’와<br/>이로 인해 7년 짝사랑의 진심을 들켜버린 ‘쿠로사와’는 그 누구보다 달달한 사내 연애 중이다.<br/>하지만 비밀스럽고도 행복한 시간도 잠시, ‘아다치’의 갑작스러운 전근으로 장거리 커플이 된 둘은 <br/>연애 최대 위기를 맞게 되고, 서로가 없는 미래는 상상할 수 없다는 것을 깨닫게 된다.<br/><br/>두근거리는 동거의 시작… 이대로 평생 함께?<br/><br/>알콩달콩한 동거 생활이 시작됐지만, 두 사람의 사랑은 여전히 산 넘어 산!<br/>우리 연애 이대로 괜찮을까…? <br/><br/>마법이 이어준 소중한 마음♥<br/>심장에는 유해한, BUT 세상 가장 무해한<br/>순도 100% 하트워밍 로맨스가 온다!,,,,,,,,
193042,축복의 집 : 네이버 영화,가족,드라마,12세 관람가, 2022.02.24,,,안소요,이강지,아침에는 공장에서, 저녁에는 식당에서 일하는 해수는<br/>어느 날, 먼 동네의 의사에게 시체검안서를 발급받는다.<br/>그리고 병원과 집, 식당 등 여러 곳을 돌아다니며 온갖 서류 처리를 이어가는데...<br/><br/>불안한 표정에 말 한 마디 없는 해수의 수상한 계획,<br/>과연 무사히 마칠 수 있을까?,,,,,,,,,
173266,카니발 클럽 : 네이버 영화,공포,코미디,청소년 관람불가, 2022.02.24,,,타비뉴 테세이라,상위 1% 사람들의 핏빛 욕망이 폭발한다!<br/><br/>국회의원 ‘보르헤스’를 중심으로 결성된 비밀 클럽 ‘카니발 클럽’은<br/>마음 깊이 들끓는 추악한 쾌락과 행복을 실현하기 위해<br/>일꾼들을 성적으로 착취하다가 살육하고 요리해 먹는 일을 반복한다.<br/>그러던 어느 날 사업가 부부 ‘옥타비오’와 ‘길다’가<br/>우연히 ‘보르헤스’의 비밀을 알게 되면서 회원들 간에 배신이 발생하고,<br/>그들 앞에는 걷잡을 수 없는 핏빛 암투가 기다리고 있는데…,,,,,,,,,,,,,
172192,카사네 : 빼앗는 얼굴 : 네이버 영화,판타지,스릴러,15세 관람가, 2022.05.05,7.25,4,츠치야 타오,아사노 타다노부,요시네 쿄코,어릴 적 얼굴에 큰 상처를 갖게 된 카사네는 유명 배우였던 엄마의 유품으로 <br/>키스를 받는 사람의 ‘얼굴’을 훔칠 수 있는 신비한 립스틱을 받게 된다. <br/>그녀는 미모는 뛰어나지만 연기를 못하는 여배우 니나를 만나<br/>그녀와 얼굴을 바꾸고 최고의 연기자로 활동한다.<br/>하지만 립스틱의 힘으로 얼굴을 바꾸며 운명을 거스른 <br/>두 사람은 처절한 비극을 맞게 되는데...,,,,,,,,,,,,
208772,카시오페아 : 네이버 영화,드라마,12세 관람가, 2022.06.01,9.25,200,안성기,서현진,주예림,이혼 후 변호사, 엄마로 완벽한 삶을 살아가려고 노력하는 수진은 하나뿐인 딸 지나의 미국 유학을 준비하고 있다. 정신없이 바쁜 수진을 위해 아빠 인우가 손녀를 돌보게 되면서 세 사람은 함께 살게 된다. 얼마 후 수진은 교통사고를 당하고, 병원에서 알츠하이머라는 뜻밖의 결과를 듣게 된다. 사랑하는 딸을 잊을까 봐 두려워하는 수진을 위해 아빠 인우는 수진의 곁을 지키고, 기억을 잊어도 살아갈 수 있도록 이들 부녀만의 애틋한 동행이 시작된다.,,,,,,,,,,
209940,캐슬 폴스: 머니 게임 : 네이버 영화,액션,드라마,스릴러,15세 관람가, 2022.03.17,6.88,8,돌프 룬드그렌,스콧 앳킨스,한물간 퇴물 격투기 선수 ‘마이크’<br/>아픈 딸의 수술비로 허덕이는 교도관 ‘에릭슨’<br/><br/>두 사람은 폭파가 예정된 ‘캐슬 하이츠 병원’에<br/>300만 달러의 거금이 숨겨져 있다는 사실을 알게 된다.<br/><br/>각자의 사정으로 돈을 차지하기 위해 건물에 들어선 두 사람<br/>하지만 돈을 노린 ‘디콘’과 그의 범죄 조직원들이 나타나<br/>그들을 방해하기 시작하는데...<br/><br/>폭파까지 단 8시간, 캐슬이 무너지기 전에<br/>숨겨진 300만 달러를 찾아야 한다!,,,,,,,,,,,
208431,컴온 컴온 : 네이버 영화,드라마,12세 관람가,2022.06,,,호아킨 피닉스,우디 노먼,가비 호프만,어린이의 삶과 미래에 대해 인터뷰하는 라디오 저널리스트 조니.<br/>어머니의 죽음 이후 오랜 시간 등돌리고 살던 여동생 비브의 부탁으로<br/>육아 난이도 극상에 어디로 튈지 모르는 9살 조카 제시를 돌보게 된다.<br/>뜻하지 않게 즐거운 시간과 슬픔의 시간,<br/>조용한 밤과 흥미로운 낮 시간을 함께하게 된 둘.<br/>조니는 제시에게도 인터뷰를 시도하지만<br/>도리어 질문 세례를 받고 마음 깊은 곳에 숨겨둔 과거를 꺼내게 되는데...<br/>이 변화무쌍한 세상 속에 어쩐지 우리, 진짜 가족이 된 것만 같다!,,,,,,,,,,,
214565,코만도 : 네이버 영화,액션,범죄,청소년 관람불가, 2022.02.22,,,마이클 제이 화이트,미키 루크,작전 중 사고로 민간인을 쏜<br/>마약단속국의 특수요원 ‘제임스’는 PTSD에 시달린다.<br/><br/>그런 그의 집에 특수부대 출신의 범죄자<br/>‘조니’ 일당이 몰래 숨겨놓은 돈을 찾기 위해 찾아온다.<br/><br/>이 사실을 모른 채 ‘제임스’와 아내는 집을 비우고,<br/>남은 두 딸이 그들의 인질이 되어버린다.<br/><br/>모두가 위험에 빠진 순간, ‘제임스’는 가족을 구하기 위해<br/>다시 한번 총을 장전하는데…,,,,,,,,,,,
207524,코코순이 : 네이버 영화,다큐멘터리,,2022,,,,1942년 5월, 조선군사령부의 제안으로 기타무라 일명 파파상, 마마상 부부가 전국을 돌며<br/>취업을 빌미로 부상병사들을 돌볼 여성들을 모집해 부산, 대만, 싱가포르 거쳐 미얀마에 위치한 위안부 수용소로 보낸다.<br/>1944년 8월 일본군이 패하고, 20명의 조선인 여성들은 연합군의 포로가 되어 알지도 못하는 일어와 영어로 심문을 받은 후 영문도 모른 채 인도 각지로 흩어진다.<br/>그리고 발견된, 이들 조선인 ‘위안부’ 20명에 대해 기록한 미 전시정보국 49번 보고서.<br/>유일하게 행적을 찾을 수 있는 ‘코코순이’라는 단 한 명의 단서를 추적해 왜곡된 역사와 그 속에 감춰진 진실을 밝힌다! 과거에도 현재에도 그들은 거짓을 말하고 있다!,,,,,,,,,
215657,쿠폰의 여왕 : 네이버 영화,코미디,범죄,15세 관람가, 2022.04.27,6.76,74,크리스틴 벨,커비 하월 바티스트,폴 월터 하우저,쿠폰 모으기를 삶의 낙으로 삼으며 마트 직원에게 ‘쿠폰으로 창조 경제’를 설파하던 주부 코니.<br/>어느 날, 공짜 쿠폰으로 돈을 벌 수 있는 획기적인 아이디어를 떠올리고<br/>이웃집 절친이자 유튜버 꿈나무인 조조를 설득해 실행에 착수, 대박을 터뜨린다.<br/>비즈니스 대성공의 기쁨을 만끽하며 명품부터 슈퍼카, 최신 무기 쇼핑까지 돈세탁에 열중하던 그때,<br/>수상함을 감지한 마트 손실 방지 전문가 켄이 본격 수사에 나서는데…! <br/><br/>역대 최고 규모! 쿠폰으로 백만장자 된 여자들의 쿠폰 실화!<br/>골 때리는 범죄 코미디가 온다!,,,,,,,,
197945,크로스 더 라인 : 네이버 영화,스릴러,청소년 관람불가, 2022.05.12,7.37,19,마리오 카사스,밀레나 스밋,페르난도 발디비에소,세계일주여행을 앞둔 어느 날<br/>어디서나 마주칠 수 있을 것 같은 평범한 남자 ‘다니’는<br/>식당에서 우연히 ‘밀라’를 만나고<br/>평소와 다르게 일탈을 즐기며 낯선 밤을 보낸다. <br/><br/>그날 밤,<br/>‘밀라’에게 이끌려 난생처음 문신을 새기고<br/>집까지 따라가게 된 ‘다니’는<br/>뜻하지 않은 사건에 휘말려 <br/>우발적으로 살인을 저지르고 만다. <br/><br/>아직 용의 선상에 오르지 않은 ‘다니’는<br/>사람들을 피해 도심 속으로 숨어들지만,<br/>지루한 드라마 같던 삶을 반전시킨 단 한 번의 실수는<br/>계속해서 그를 벗어날 수 없는 악몽 속으로 끌고 가는데…,,,,,,,,,,,
213509,크리미널 트위스트 : 네이버 영화,액션,드라마,15세 관람가,2022.06,,,레나 헤디,마이클 케인,엄마를 잃고 혼자 외롭게 살던 올리버는 엄마를 닮아서 그림에 재주가 있다. 도시 여기 저기를 다니면서 벽화 낙서 그림을 그리면서 즐겁게 산다. 그러던 중 우연히 닷지, 베이치, 레드 일행을 만나서, 페이긴 패밀리에 합류한다. 오래전 유명한 미술감정 평가자이자 예술상이었던 페이긴은 로스번 박사와 같이 일하다가 그에게 배신 당하고 지하 시장의 큰손이 되었다. 그는 갈 곳 없는 이 젊은이들에게 도둑질 기술을 가르친다. 페이긴은 동업자 사익스와 함께 호가스의 진품 그림을 훔쳐오려고 큰 작전을 세우는데, 처음으로 작전이 망가지면서 팀은 큰 위험에 처한다. 한편 레드를 사랑하는 올리버는 어떻게든 그녀를 구하려고 하고, 레드에게 집착하는 사익스 때문에 난관에 처하는데…,,,,,,,,
214600,크리스마스 캐럴 : 네이버 영화,드라마,액션,,2022,,,진영,김영민,김동휘,쌍둥이 동생의 죽음에 복수하기 위해 형은 스스로 소년원에 들어간다<br/>그리고 동생의 죽음에 숨겨진 진실을 마주하게 되는데...,,,,,,,,,,,,
210806,클리포드 더 빅 레드 독 : 네이버 영화,모험,드라마,가족,전체 관람가, 2022.01.12,8.44,118,다비 캠프,잭 화이트홀,존 클리즈,뉴욕의 아파트로 이사 온 12살 소녀 에밀리<br/><br/>새로운 학교에 고군분투하는 에밀리를 바쁜 엄마는<br/>출장을 가면서 철없는 삼촌 케이시에게 맡기고 떠난다.<br/><br/>마법 동물 구조 센터를 지나던 에밀리는<br/>운명처럼 작고 빨간 강아지를 만나게 되고,<br/>우여곡절 끝에 함께하게 된다.<br/><br/>하지만 기쁨도 잠시, 작고 빨간 강아지 클리포드는<br/>하루아침에 3M가 넘게 커져버려 순식간에 뉴욕의 유명인사가 되어버린다.<br/><br/>엄마가 오기 전 클리포드를 되돌리려는 에밀리와<br/>클리포드를 유전학 사업에 이용하려는 기업까지 뒤쫓으며<br/>클리포드는 위험에 빠지고 마는데..!<br/><br/>세상에서 가장 큰 빨간 댕댕이,<br/>클리포드의 놀라운 모험이 펼쳐진다!,,,,,,,,
193790,킹 리차드 : 네이버 영화,가족,드라마,12세 관람가, 2022.03.24,7.59,182,윌 스미스,언자누 엘리스,사니야 시드니,이미 아이가 태어나기 2년 전, 78페이지에 달하는 챔피언 육성 계획으로 무장한 리차드 윌리엄스는 <br/>두 딸 비너스와 세레나를 역사의 주인공으로 만들기로 결심한다. <br/>두 소녀는 아버지의 불굴의 헌신, 그리고 어머니의 균형 잡힌 시각과 면밀한 통찰력 아래 <br/>컴튼의 형편없는 테니스 코트에서 비가 오나 눈이 오나 연습을 거듭하며 <br/>부정적 예측과 전혀 이겨낼 수 없을 것 같던 불리함을 극복해 나간다. <br/><br/>불굴의 결단력과 조건 없는 믿음으로 가장 위대한 두 명의 전설적 스포츠 선수를 탄생시킨 한 가족의 감동적인 여정. <br/>“세상은 날 무시했지만 너흰 달라, 존중 받게 할 거다”,,,,,,,,,
177366,킹메이커 : 네이버 영화,드라마,15세 관람가, 2022.01.26,7.28,4,239,설경구,이선균,세상을 바꾸기 위해 도전하는 정치인 ‘김운범’ 앞에<br/>그와 뜻을 함께하고자 선거 전략가 ‘서창대’가 찾아온다.<br/><br/>열세인 상황 속에서 서창대는 아무도 상상하지 못한 선거 전략을 펼치고<br/>‘김운범’은 선거에 연이어 승리하며, 당을 대표하는 대통령 후보까지 올라서게 된다.<br/><br/>대통령 선거를 향한 본격적인 행보가 시작되고 그들은 당선을 위해 총력을 기울인다.<br/><br/>그러던 중 ‘김운범’ 자택에 폭발물이 터지는 사건이 발생하고<br/>용의자로 ‘서창대’가 지목되면서 둘의 관계는 새로운 국면을 맞이하게 되는데...<br/><br/>치열한 선거판,<br/>그 중심에 있던 두 남자의 이야기가 시작된다!,,,,,,,,,,,
209280,탄생 : 네이버 영화,드라마,모험,,2022,,,윤시윤,이호원,안성기,바다와 육지를 종횡무진 누비고, <br/>조선 근대의 길을 열어젖힌 청년 김대건의 위대한 모험,,,,,,,,,,,
209021,탈명검: 풍운재기 : 네이버 영화,무협,12세 관람가, 2022.01.18,,,,천하를 뒤흔든 무림 8대 고수 연쇄 살인 사건!<br/><br/>이민족과의 대대적인 전쟁에서 살아남은 천하제일 8대 고수.<br/>평화롭던 나날 중 8대 고수 중 한 명인 ‘설력사’가 자신의 무공에 의해 목숨을 잃고,<br/>연이어 무림 8대 고수들이 살해된다.<br/>경성 육선문의 포쾌인 ‘단소봉’은 예리한 직감으로 범인 추적에 나서는데…,,,,,,,,,,,,,,
81888,탑건: 매버릭 : 네이버 영화,액션,12세 관람가, 2022.06.22,,,톰 크루즈,마일즈 텔러,제니퍼 코넬리,최고의 파일럿이자 전설적인 인물 매버릭(톰 크루즈)은 자신이 졸업한 훈련학교 교관으로 발탁된다.<br/>그의 명성을 모르던 팀원들은 매버릭의 지시를 무시하지만 실전을 방불케 하는 상공 훈련에서 눈으로 봐도 믿기 힘든 전설적인 조종 실력에 모두가 압도된다.<br/><br/>매버릭의 지휘아래 견고한 팀워크를 쌓아가던 팀원들에게 국경을 뛰어넘는 위험한 임무가 주어지자<br/>매버릭은 자신이 가르친 동료들과 함께 마지막이 될 지 모를 하늘 위 비행에 나서는데…,,,,,,,,,,,,,
198624,태어나길 잘했어 : 네이버 영화,드라마,12세 관람가, 2022.04.14,8.13,82,강진아,박혜진,홍상표,손에 땀 마를 날 없는 ‘다한증’ 춘희는 마늘 까는 아르바이트로 수술비를 모으고 있다. <br/>주변 사람들이 자신을 별로 안 좋아한다며 홀로 살아가던 씩씩한 춘희, <br/>부끄러움과 외로움이 전부였던 그에게 봄처럼 새로운 인연이 시작된다.,,,,,,,,,,,,
201746,테이블 매너 : 네이버 영화,드라마,15세 관람가, 2022.03.15,,,권기하,김영선,남태부,도움이 필요한 이웃들에게 힘이 되어주기는커녕, 늘어만 가는 서류와 과도한 업무 스트레스 때문에 오히려 본인이 도움을 바라는 처지가 되어버린 사회복지사 병훈. 그는 악마와도 같은 상사에게 쫓기다시피 해서 가정 방문을 가게 된다.<br/>조심스레 대문을 열고 들어간 옥순의 집은 이상하리만치 응접실만 빛이 나고 있다. 아니, 애초에 곧 쓰러질 것만 같은 낡은 집에 응접실이 왜 필요한지 알 수 없는 노릇이었지만 병훈의 머릿속은 온통 ‘성공적인 일의 마무리’만이 가득하다. 그는 보기 싫을 만큼 귀부인 흉내를 내는 집주인 옥순과 그의 자식들로부터 집 나간 남편 지성의 이야기를 듣게 되고, 그들의 목적이 보다 ‘효율적이고 정당한’ 이혼 방식이라는 것 또한 알게 된다.<br/>이제 병훈의 목적은 하나다. 도대체 어떻게 이 집안을 풍비박산 낼 것인가!,,,,,,,,,,
187347,토르: 러브 앤 썬더 : 네이버 영화,액션,모험,판타지,,2022.07,,,크리스 헴스워스,나탈리 포트만,테사 톰슨,슈퍼 히어로 시절이여, 안녕!<br/>이너피스를 위해 자아 찾기 여정을 떠난 천둥의 신 '토르'<br/><br/>그러나, 우주의 모든 신들을 몰살하려는 신 도살자 '고르'의 등장으로<br/>'토르'의 안식년 계획은 산산조각 나버린다.<br/><br/>'토르'는 새로운 위협에 맞서기 위해,<br/>'킹 발키리', '코르그', 그리고 전 여자친구 '제인'과 재회하게 되는데..<br/>그녀가 묠니르를 휘두르는 '마이티 토르'가 되어 나타나 모두를 놀라게 한다.<br/>이제, 팀 토르는 '고르'의 복수에 얽힌 미스터리를 밝히고<br/>더 큰 전쟁을 막기 위한 전 우주적 스케일의 모험을 시작하는데...<br/><br/>우주 최고의 ‘갓’ 매치가 시작된다!,,,,,
213747,토르: 마법 검의 전설 : 네이버 영화,애니메이션,판타지,액션,모험,전체 관람가, 2022.05.04,,,,용감한 빅은 아빠를 따라 언젠가 바이킹이 되어 바다로 나가고 싶어한다.<br/>어느 날 빅의 아빠이자 바이킹 족장인 할바는 라이벌로부터 ‘마법의 검’을 훔치게 되고<br/>황금으로 바꾸는 마법을 가진 검을 서로 갖고자 바이킹족은 한바탕 소동에 빠진다.<br/><br/>마법의 검에 의해 황금으로 굳어버린 엄마를 되찾기 위해 빅은 모험을 떠나게 되고<br/>아스가르드로 향하던 중 신화 속 영웅 '토르'와 '로키'를 만나게 되는데…<br/><br/>과연 빅은, 마법의 검을 둘러싼 비밀을 밝히고 엄마를 구할 수 있을까?,,,,,,,,,,,
208873,트로트는 인생이다 : 네이버 영화,코미디,15세 관람가, 2022.01.27,6.9,41,장소영,김경진,김동찬,트로트 가수 ‘신하’(김경진, 김동찬)는 최근 고민이 많다<br/>아무리 신곡을 내고 홍보를 해도 그들을 찾는 무대는 없다<br/><br/>새로운 방향을 모색하던 이들은 신입 멤버를 영입해<br/>시대에 맞는 트로트 혼성 그룹 ‘뉴-신하’를 결성하기로 한다<br/><br/>때마침, 연습생 기간만 6년… 이제는 희망을 잃은<br/>아이돌 지망생 ‘지원’(장소영)이 운명처럼 나타나는데!<br/><br/>희망찬 내일을 꿈꾸는 이들의 좌충우돌 도전기!<br/>우리들은 무대는 지금부터 시작된다!,,,,,,,,,,,
186233,특송 : 네이버 영화,범죄,액션,15세 관람가, 2022.01.12,7.64,3,342,박소담,송새벽,김의성,예상치 못한 배송사고로 걷잡을 수 없는 사건에 휘말린<br/>특송 전문 드라이버 ‘은하’.<br/>어쩌다 맡게 된 반송 불가 수하물에 출처를 알 수 없는 300억까지!<br/>경찰과 국정원의 타겟이 되어<br/>도심 한복판 모든 것을 건 추격전을 벌이게 되는데…<br/><br/>NO브레이크! FULL엑셀!<br/>성공률 100% 특송 전문 드라이버가 온다!,,,,,,,,,,,
217276,특수요원 빼꼼 : 네이버 영화,애니메이션,전체 관람가, 2022.06.01,,,정성원,박시윤,장병관,정보국이 개발한 슈퍼칩으로 엄청난 능력을 얻게 된 특수요원 지망생 ‘빼꼼’은 <br/>정식 요원이 되기 위해 열심히 훈련에 임하지만 아무런 임무가 주어지지 않는다.<br/>실망에 빠진 '빼꼼'은 몰래 정보국을 빠져나와 직접 임무를 찾아 나서고<br/>그러던 중 정체를 알 수 없는 악당의 습격으로 슈퍼칩을 빼앗기고 마는데...<br/><br/>과연 '빼꼼'은 의문의 악당에게 빼앗긴 슈퍼칩을 되찾아 <br/>진정한 특수요원으로 거듭날 수 있을 것인가!,,,,,,,,,,,,,
214480,파로호 : 네이버 영화,스릴러,,2022.08,,,이중옥,김대건,치매에 걸린 노모를 모시고 모텔을 운영하는 도우. 어느 날 엄마가 실종된다. 겨울은 깊어 가는데, 엄마를 찾지 못한 도우는 악몽에 시달린다. 그러던 어느 날, 모텔에 의문스러운 청년 호승이 장기 투숙한다. 어딘가 음험해 보이는 호승은 도우의 주변을 배회하며 도우를 지켜본다. <br/>  <br/> [제23회 전주국제영화제],,,,,,,,,,,,
206647,파리, 13구 : 네이버 영화,드라마,멜로/로맨스,청소년 관람불가, 2022.05.12,7.56,110,노에미 메를랑,루시 장,마키타 삼바,화려함 속에 가려진 외로운 도시, 파리 13구.<br/>낭만을 잃었다 생각한 그곳에서 불현듯 사랑을 만났다.<br/><br/>사랑을 원하는 에밀리<br/>사랑이 두려운 노라<br/>사랑이 값비싼 앰버 스위트<br/>사랑을 몰랐던 카미유<br/><br/>흔들리고 불안했던 그 사랑이, 우리는 전부라 생각했다.<br/><br/>여전히 사랑을 믿는 도시<br/><파리, 13구>,,,,,,,,
200450,파리의 피아니스트: 후지코 헤밍의 시간들 : 네이버 영화,다큐멘터리,전체 관람가, 2022.04.27,8.56,9,,60대에 데뷔. 80대 후반이 된 지금도 세계 무대를 누비며 연주 활동을 이어가고 있는 후지코 헤밍.<br/>유럽, 일본, 북미, 남미 등 전세계에서 펼치는 콘서트 수는 연간 60여건에 달한다.<br/>티켓은 오픈하자마자 매진이 되고 세계 각지에서 그녀를 향한 러브 콜은 끊이지 않는다.<br/>특히 그녀의 삶이 그대로 묻어나는 역동전인 '라 캄파넬라' 연주는 많은 팬들의 마음을 사로잡아<br/>그녀는 음악으로 세상을 마주한 "영혼의 피아니스트"로 불린다.<br/><br/>전세계를 돌며 감동을 전하는 그녀의 연주는 지금도 계속된다.,,,,,,,,,,,,
213593,파이어 셧 업 인 마이 본즈 : 네이버 영화,,12세 관람가, 2022.02.01,,,,메트 음악감독 야니크 네제 세갱은 찰스 M. 블로우의 감동적인 회고록을 바탕으로 작곡가이자 그래미상 수상 재즈 뮤지션인 테렌스 블랜처드가 작곡한 오페라를 지휘한다. 영화감독 케이시 레몬스의 대본을 바탕으로 메트 역사상 최초로 무대에 오르는 이 흑인 작곡가의 오페라는 트라우마와 역경으로 점철된 한 젊은이의 통렬하고 심오한 인생역정 이야기를 담고 있다. 최근 거슈윈의 <포기와 베스>를 공동으로 연출한 바 있는 제임스 로빈슨과 카밀 A. 브라운이 메트에서도 함께 연출을 담당한다. 바리톤 윌 리버만이 찰스로 등장하고 소프라노 엔젤 블루가 운명/고독/그레타 역을, 소프라노 라토니아 무어가 빌리 역을 맡는다.,,,,,,,,,,,,,,
